958.817383;686.774719;101.658913;902.777649;0.771759;1.006185
400.997284;554.144958;358.143219;195.462189;0.871529;0.957718
192.315063;405.449921;687.685791;630.243652;0.760516;0.784526
722.774170;390.954987;947.369934;339.188995;0.575629;0.433503
138.693451;471.968506;921.591370;575.435547;0.459845;0.592668
509.046448;228.446060;506.795898;642.962219;0.784667;0.858718
268.335480;570.045593;198.445770;17.097385;0.565575;1.056797
949.673462;978.903015;404.762695;908.490845;1.195179;1.181363
665.677734;506.421631;811.268433;66.674995;0.521037;0.413361
60.566589;169.411667;262.137177;252.881653;0.811197;0.825115
574.861633;949.822937;883.125305;297.635803;0.711809;0.909522
340.777985;830.495239;636.824768;479.471436;1.179305;1.327019
302.463715;558.416138;54.906967;811.510132;4.971136;2.921863
786.862183;561.702820;454.472321;55.197670;0.470647;0.361769
131.748459;652.918091;72.295052;81.421913;2.775680;2.565062
631.821106;477.057770;989.912720;297.498810;0.556419;0.478718
983.479370;801.181213;364.173798;44.045956;0.357726;0.304665
970.592896;626.310974;296.927612;545.454529;0.611347;0.694401
576.133972;180.052872;843.090271;916.911987;0.624155;0.652196
10.548098;479.915070;396.383362;313.011810;0.981996;1.230877
38.331188;451.290344;124.521957;825.193359;22.219433;5.173856
12.993178;578.994263;880.391052;144.741638;0.122854;0.659938
231.912399;952.686157;226.163544;863.733459;8.341651;3.962263
429.743866;216.076279;161.232315;413.223236;0.752704;1.008273
17.257490;525.406128;457.269196;987.850342;2.516388;1.228789
151.717102;754.196777;533.304871;727.851013;2.048759;1.667503
934.249634;376.395203;644.763000;944.797729;0.743466;0.873361
856.310242;41.146355;257.809570;894.641479;0.322078;0.971197
492.436707;382.331543;719.834778;505.429871;0.720056;0.689021
961.325806;600.225891;650.171509;193.238251;0.550174;0.427669
552.911987;876.335022;56.971733;982.655823;2.889188;1.920163
92.411331;218.204041;395.879059;109.668823;0.366174;0.584031
743.610168;853.148193;97.519203;895.327209;1.486957;1.331587
607.345032;630.824097;623.178284;541.594666;0.951026;0.953556
7.219288;267.941254;486.392456;863.529541;0.992633;0.577098
309.087616;744.202087;758.171021;801.524292;1.239393;1.211253
126.533600;478.005829;306.954163;87.859436;0.733341;1.431922
78.231705;957.125671;281.097687;631.143677;7.353807;3.740143
833.460754;338.069397;613.799500;925.872070;0.769630;0.913925
556.273438;9.678593;35.540894;299.883606;0.072973;0.538009
862.826843;133.060104;195.210846;470.171875;0.295171;0.551577
763.884216;818.389099;11.766579;771.103516;1.096621;1.025710
86.330383;498.159058;634.632996;395.417999;0.613754;0.853912
242.361099;392.804016;196.942307;368.894684;1.975228;1.709973
870.809875;503.896484;456.754150;949.041626;0.905920;1.092723
461.022156;737.851807;580.185242;294.482910;0.882741;1.026764
75.921227;193.984787;220.354980;632.194702;2.565628;1.670507
203.663376;255.895889;932.078308;66.490227;0.227240;0.276910
388.955994;127.289116;536.662109;152.840164;0.519455;0.290829
945.678223;548.428650;923.943665;32.008621;0.509908;0.307204
46.587723;558.576721;427.426605;288.948822;0.980791;1.364312
951.380737;624.368896;657.843506;822.190613;0.851502;0.891672
